DEPTH_WMSF (m),HSGR (gAPI),HCGR (gAPI),HFK (%),HTHO (ppm),HURA (ppm),HBHK (%),IDPH (ohmm),IMPH (ohmm),SFLU (ohmm),RHOM (g/cm3),DRH (g/cm3),PEFL (barns/e-),NRHB (g/cm3),APLC (%),STOF (in),SIGF (cu),AFEC (cps),ANEC (cps),IMAGE_ID,ROCK_CLASS
86.9644,21.224,0.655,0.0243,0.0674,2.5148,-0.1552,1.741,1.867,1.4976,1.8186,0.3886,1.3458,1.8186,53.9404,1.0303,18.4288,428.5,2230.2856,606_1196A,Floatstone
87.1168,20.6421,0.2164,-0.0004,0.0719,2.5089,-0.1552,1.6975,1.8494,1.4559,1.828,0.3888,1.3092,1.828,46.7449,1.0909,17.9342,429,2202.5,612_1196A,Floatstone
95.4988,32.7766,0.0515,-0.0195,0.1305,4.2475,-0.1552,1.6703,1.6363,1.1856,1.9766,0.1432,1.5335,1.9766,53.6993,0.6015,19.2532,447.5,2301.5,942_1196A,Floatstone
95.6512,30.9627,0.8471,0.0151,0.1831,3.9314,-0.1552,1.6839,1.6442,1.1943,1.9861,0.1654,1.4505,1.9861,52.2616,0.4865,19.3766,434.6667,2401,948_1196A,Floatstone
95.8036,31.1259,1.3279,0.0467,0.1521,3.8285,-0.1552,1.6934,1.6588,1.2646,1.9912,0.1776,1.4006,1.9912,53.0906,0.4253,20.1637,411.4286,2328.5715,954_1196A,Floatstone
95.956,31.2039,1.6081,0.053,0.2046,3.7934,-0.1552,1.6995,1.675,1.2596,2.0161,0.2087,1.3851,2.0161,51.4889,0.4623,20.6644,442,2316.8889,960_1196A,Floatstone
96.1084,29.8183,1.1909,0.0275,0.2207,3.6736,-0.1552,1.6862,1.6798,1.2834,2.0272,0.238,1.387,2.0272,53.803,0.7009,19.9387,439.5,2406.2222,966_1196A,Floatstone
96.2608,28.7757,1.1678,0.0243,0.2316,3.548,-0.1552,1.6727,1.6675,1.3383,2.0851,0.3115,1.4076,2.0851,52.9804,0.9419,18.6115,452.4445,2326.5,972_1196A,Floatstone
105.1,22.3788,0.8902,0.0369,0.0695,2.6705,-0.1552,1.3735,1.3357,1.0839,1.9702,0.1587,1.7327,1.9702,54.8129,0.1678,23.0342,426.8336,2243.3792,1320_1196A,Floatstone
105.2524,24.1734,0.9011,0.0373,0.0709,2.9183,-0.1552,1.3995,1.3378,1.0735,1.9485,0.1746,1.7283,1.9485,53.2407,0.2928,23.1024,425.1109,2184.0474,1326_1196A,Floatstone
105.4048,26.0954,0.9912,0.0435,0.0636,3.1701,-0.1552,1.4106,1.3532,1.0487,1.9349,0.1917,1.6571,1.9349,49.4218,0.2025,22.7378,430,2189,1332_1196A,Floatstone
105.5572,26.3241,0.8225,0.0334,0.0682,3.2444,-0.1552,1.4365,1.3909,1.1078,1.9575,0.23,1.5765,1.9575,48.4053,0.2843,22.2926,438,2197.7778,1338_1196A,Floatstone
105.7096,27.2679,0.7314,0.0257,0.0843,3.388,-0.223,1.41,1.4384,1.1995,2.0165,0.2825,1.5395,2.0165,48.2205,0.3815,21.3751,415,2201.3333,1344_1196A,Floatstone
105.862,29.3554,0.8183,0.0294,0.0906,3.6013,-0.223,1.4142,1.4713,1.2533,2.042,0.3211,1.5696,2.042,52.5473,0.387,21.5444,426.2222,2212.4443,1350_1196A,Floatstone
106.0144,29.417,0.6646,0.0206,0.0924,3.6418,-0.223,1.4047,1.4646,1.3392,2.0129,0.3414,1.558,2.0129,54.0213,0.4776,21.5389,407.5555,2166.2222,1356_1196A,Floatstone
106.1668,30.1849,-0.082,-0.0105,0.0352,3.815,-0.223,1.3985,1.4134,1.3024,1.9936,0.3687,1.5581,1.9936,55.7197,0.8942,21.4224,410.6667,2158.2856,1362_1196A,Floatstone
106.3192,29.3348,-0.2625,-0.0217,0.0427,3.7259,-0.223,1.3946,1.3455,1.269,1.9761,0.3928,1.5427,1.9761,61.1995,0.8156,22.2829,375.5,2141.7778,1368_1196A,Floatstone
114.7012,22.7701,1.0962,0.0516,0.0496,2.7031,-0.223,1.628,1.6081,1.2005,2.1709,0.3936,1.703,2.1709,39.7539,1.21,17.7646,452.5714,2231,1698_1196A,Floatstone
114.8536,23.2348,1.2883,0.0649,0.0332,2.6976,-0.223,1.7753,1.7238,1.3551,2.1999,0.3926,1.7525,2.1999,39.6729,1.0279,17.9431,427,2282.8572,1704_1196A,Floatstone
115.006,23.7655,1.1067,0.0555,0.0298,2.7694,-0.223,1.8791,1.8521,1.5619,2.1987,0.396,1.7787,2.1987,36.445,1.3953,15.4798,445.5,2248,1710_1196A,Floatstone
115.1584,24.2456,0.942,0.0415,0.0592,2.8951,-0.223,1.984,2.007,1.8276,2.2051,0.3978,1.7905,2.2051,36.0183,1.4255,15.3974,429,2239.5,1716_1196A,Floatstone
115.3108,26.0709,1.2235,0.0534,0.0797,3.1055,-0.223,2.2299,2.1968,2.409,2.2651,0.4198,1.8526,2.2651,34.7516,1.5368,14.2184,454.5,2257,1722_1196A,Floatstone
115.4632,28.5385,0.9787,0.0391,0.0847,3.47,-0.223,2.2952,2.3954,2.6988,2.3431,0.4622,1.9137,2.3431,37.4856,1.3566,15.0606,467.4286,2246.2856,1728_1196A,Floatstone
115.6156,30.9003,0.7369,0.0285,0.0696,3.7894,-0.223,2.3881,2.5334,2.6478,2.3701,0.4827,1.8765,2.3701,39.754,1.2266,15.6366,428.5,2250.5,1734_1196A,Floatstone
115.768,31.7003,0.5632,0.0188,0.0706,3.9339,-0.223,2.3645,2.5494,2.6765,2.3478,0.4861,1.7882,2.3478,42.7445,1.1142,16.7166,436,2200,1740_1196A,Floatstone
115.9204,31.6586,0.5764,0.0192,0.0726,3.9341,-0.223,2.3005,2.4426,2.5859,2.3524,0.504,1.7097,2.3524,41.516,1.1626,16.414,431.5,2235.5,1746_1196A,Floatstone
116.0728,30.542,-0.2967,-0.0275,0.0661,3.9172,-0.223,2.1274,2.2491,2.519,2.3774,0.5305,1.6836,2.3774,42.7799,1.12,16.4027,463,2287,1752_1196A,Floatstone
116.2252,27.824,-0.2235,-0.0227,0.0611,3.5556,-0.223,2.0424,2.0246,1.9873,2.3588,0.5318,1.7356,2.3588,47.9588,1.0293,16.8644,463,2248,1758_1196A,Floatstone
116.3776,24.6356,0.3315,0.0124,0.0339,3.0722,-0.223,2.0323,1.8384,1.8051,2.3055,0.5211,1.7511,2.3055,56.3412,0.8905,18.2659,421,2307,1764_1196A,Floatstone
116.53,23.9259,0.3526,0.0069,0.0725,2.9419,-0.223,1.987,1.7366,1.3318,2.2194,0.494,1.6955,2.2194,62.0276,0.7743,19.2393,408.5714,2157,1770_1196A,Floatstone
116.6824,28.4912,0.5387,0.02,0.0556,3.4868,-0.223,1.9679,1.736,1.3217,2.2135,0.4868,1.6151,2.2135,54.6176,0.9054,19.1833,479.5,2130.2856,1776_1196A,Floatstone
116.8348,36.5985,0.5082,0.0191,0.0511,4.5209,-0.223,1.9641,1.8424,1.5684,2.2684,0.504,1.6436,2.2684,44.0283,0.9902,19.5084,478,2256.5,1782_1196A,Floatstone
116.9872,41.5073,0.8626,0.0302,0.0998,5.0813,-0.223,1.9857,2.0444,2.3507,2.3492,0.5252,1.7617,2.3492,38.7197,1.2648,17.8463,426.8571,2309.7144,1788_1196A,Floatstone
117.1396,40.8096,1.2349,0.0528,0.087,4.9236,-0.223,2.0925,2.2954,2.6233,2.3685,0.5309,1.8312,2.3685,44.169,1.0253,18.0051,428.5,2298,1794_1196A,Floatstone
117.292,36.647,1.8893,0.0625,0.2399,4.3346,-0.223,2.6055,2.5577,2.6147,2.3576,0.5303,1.8275,2.3576,41.8076,1.1305,16.7683,476.5714,2226.5,1800_1196A,Floatstone
117.4444,35.3993,2.3188,0.0825,0.2605,4.076,-0.223,2.9893,2.8912,2.5752,2.3588,0.5376,1.8615,2.3588,46.6217,0.1323,18.4393,482.5,2253.5,1806_1196A,Floatstone
117.5968,36.7907,2.4712,0.0936,0.2447,4.2488,-0.223,3.476,3.4463,2.7539,2.3376,0.466,1.9216,2.3376,37.2013,0.0277,17.1811,514.5,2182,1812_1196A,Floatstone
117.7492,40.1355,2.5774,0.1016,0.232,4.6419,-0.223,3.9131,4.6287,3.0252,2.3659,0.3601,2.0322,2.3659,28.8667,0.0848,15.6537,544.7761,2280.3223,1818_1196A,Floatstone
124.3024,23.5456,2.014,0.0838,0.1551,2.6797,-0.223,1.3526,1.0475,0.8688,1.2378,0.1016,1.3183,1.2378,96.2356,-999.25,32.895,377.5,2254.2856,2076_1196A,Floatstone
124.4548,22.9699,1.5966,0.0535,0.1986,2.6533,-0.223,1.2765,1.0671,0.8522,1.1775,0.0806,1.2869,1.1775,97.3994,-999.25,31.8055,386,2289,2082_1196A,Floatstone
124.6072,21.8865,1.3706,0.0464,0.1678,2.5563,-0.223,1.2448,1.1064,0.8642,1.1453,0.0832,1.321,1.1453,96.6005,-999.25,32.9433,370.8571,2241.5,2088_1196A,Floatstone
124.7596,22.0945,1.0261,0.0334,0.1337,2.6399,-0.223,1.2411,1.1554,0.9104,1.1506,0.0838,1.3562,1.1506,94.1574,-999.25,34.1079,413.5,2243.4285,2094_1196A,Floatstone
124.912,23.0816,0.9828,0.0339,0.1165,2.7322,-0.223,1.28,1.216,1.0234,1.2025,0.105,1.4115,1.2025,82.8988,-999.25,33.331,402,2272,2100_1196A,Floatstone
125.0644,23.5874,0.5256,0.011,0.1039,2.845,-0.223,1.3355,1.3112,1.0847,1.2887,0.1266,1.4652,1.2887,70.7061,0.5114,30.3533,435.4286,2271.5,2106_1196A,Floatstone
125.2168,28.2183,0.3717,0.0052,0.0885,3.4058,-0.223,1.459,1.4745,1.1644,1.4811,0.1634,1.6243,1.4811,60.9346,0.8041,26.9293,447.5,2368,2112_1196A,Floatstone
125.3692,35.0535,-0.259,-0.0148,0.0035,4.3276,-0.223,1.7316,1.7375,1.5275,1.7709,0.2433,2.0506,1.7709,53.4618,0.928,23.5041,465.5,2333.5,2118_1196A,Floatstone
125.5216,45.1835,-1.0057,-0.0475,-0.0445,5.77,-0.223,1.8914,2.1023,2.0291,2.1679,0.3854,2.3629,2.1679,56.1246,0.9138,21.2162,482.5,2380.5,2124_1196A,Floatstone
125.674,53.7516,-1.3726,-0.0632,-0.0701,6.907,-0.223,2.0389,2.4645,2.313,2.245,0.4164,2.3336,2.245,57.2642,0.8762,19.8757,475.4286,2455,2130_1196A,Floatstone
125.8264,64.0222,-2.0334,-0.106,-0.0317,8.3596,-0.223,2.2312,2.6292,2.4879,2.22,0.4017,2.2871,2.22,60.816,0.8178,20.4064,459,2400,2136_1196A,Floatstone
143.5048,26.0928,1.1016,0.034,0.1544,3.0851,-0.223,1.0275,1,0.849,1.5519,0.2034,1.7873,1.5519,76.1691,0.2646,29.0473,442.1423,2345.9492,2832_1196A,Rudstone
143.6572,23.003,1.531,0.0509,0.193,2.6863,-0.223,1.0177,0.9951,0.8439,1.507,0.1788,1.7784,1.507,75.4857,0.2901,29.731,439.4298,2325.4739,2838_1196A,Rudstone
143.8096,21.2359,1.6572,0.0621,0.168,2.4434,-0.223,1.0145,0.9888,0.8208,1.4776,0.1635,1.7644,1.4776,73.9566,0.1957,30.1412,408.8177,2328.2842,2844_1196A,Rudstone
143.962,19.6532,1.408,0.055,0.1296,2.2743,-0.223,1.0166,0.983,0.8072,1.4535,0.1506,1.759,1.4535,71.8963,0.365,30.564,406.4727,2365.207,2850_1196A,Floatstone
144.1144,17.1666,1.3659,0.0549,0.1169,1.9441,-0.223,1.0205,0.9811,0.8104,1.4294,0.1391,1.7461,1.4294,74.7698,0.3269,29.7047,424.4973,2318.7979,2856_1196A,Floatstone
144.2668,14.519,1.319,0.0536,0.1095,1.607,-0.223,1.0324,0.9896,0.8171,1.4121,0.1304,1.7235,1.4121,76.2799,0.2363,29.9546,402.5,2331.5,2862_1196A,Floatstone
162.7072,13.9685,0.7744,0.0311,0.0664,1.6548,-0.214,1.337,1.1448,0.9592,2.0413,0.3867,2.1056,2.0413,53.067,-999.25,23.0205,470.5,2375,3588_1196A,Packstone
162.8596,15.6705,0.9645,0.0408,0.0706,1.8547,-0.214,1.4326,1.2843,0.9835,1.8991,0.3005,1.7967,1.8991,38.6821,-999.25,19.9078,514.6667,2328.4443,3594_1196A,Packstone
163.012,18.4214,0.7787,0.0256,0.0997,2.2167,-0.214,1.5448,1.5711,0.9381,1.8524,0.2255,1.5392,1.8524,27.6395,-999.25,16.3155,605,2482.5,3600_1196A,Rudstone
163.1644,21.7507,1.476,0.0396,0.2416,2.5201,-0.214,1.6618,2.0603,1.1085,1.9577,0.1977,1.4066,1.9577,21.5632,0.1022,14.6515,620.8889,2652,3606_1196A,Rudstone
163.3168,23.9312,1.5751,0.0425,0.2562,2.7941,-0.214,1.8004,2.6241,1.5109,2.2446,0.2593,2.0202,2.2446,26.302,-999.25,14.4386,569,2724.8889,3612_1196A,Rudstone
163.4692,25.444,1.5011,0.0383,0.2575,2.9451,-0.214,2.1139,2.7909,2.7721,2.4796,0.3861,2.5576,2.4796,35.1313,-999.25,14.2819,539.5,2666.2222,3618_1196A,Rudstone
163.6216,24.8079,1.1613,0.0473,0.0955,2.9152,-0.214,2.3478,2.478,2.6511,2.3484,0.3837,2.2819,2.3484,45.5961,-999.25,14.8666,479.1111,2624.8889,3624_1196A,Rudstone
163.774,25.0267,1.1268,0.0481,0.0799,2.9409,-0.214,2.5266,2.144,2.4147,2.2405,0.4109,2.0128,2.2405,38.0287,1.2617,12.8035,461.7778,2516.8889,3630_1196A,Rudstone
163.9264,24.3216,1.1312,0.0486,0.0785,2.8423,-0.214,2.6784,2.0034,2.09,2.2328,0.4734,1.8578,2.2328,36.4841,1.3603,14.2816,460.8889,2413.3333,3636_1196A,Rudstone
164.0788,25.3867,1.2536,0.0538,0.0873,2.9315,-0.214,2.6324,2.0559,1.9671,2.2729,0.5237,1.8598,2.2729,34.3393,1.4839,14.5269,486.2222,2410,3642_1196A,Rudstone
164.2312,24.5389,1.3904,0.0593,0.099,2.7901,-0.214,2.5504,2.2429,1.9926,2.297,0.5319,1.856,2.297,32.7952,1.5838,14.2579,538.5,2424.3999,3648_1196A,Rudstone
164.3836,24.5185,1.1098,0.0426,0.1063,2.8426,-0.214,2.2941,2.4275,2.2192,2.329,0.5472,1.8848,2.329,31.6504,1.6676,13.3172,532.8889,2422.9092,3654_1196A,Rudstone
164.536,23.0955,0.9989,0.0388,0.0929,2.6706,-0.214,2.0473,2.4037,2.396,2.3877,0.563,2.0357,2.3877,31.9466,1.6504,12.9741,520.3636,2388.5715,3660_1196A,Floatstone
164.6884,20.9605,1.0519,0.0451,0.0733,2.3998,-0.214,1.9208,2.1186,2.3245,2.3756,0.5559,2.1951,2.3756,34.9325,1.4262,15.299,459.5555,2492,3666_1196A,Floatstone
164.8408,17.0298,0.6451,0.0433,-0.0468,1.9947,-0.214,1.7596,1.7542,1.6434,2.3194,0.5237,2.142,2.3194,45.2878,1.0743,18.0334,428,2503.4285,3672_1196A,Rudstone
164.9932,14.3126,0.5639,0.0369,-0.0353,1.6696,-0.214,1.6713,1.4738,1.2918,2.194,0.4623,2.1139,2.194,64.3842,0.7483,19.7543,448,2423.4285,3678_1196A,Rudstone
165.1456,14.4524,0.8031,0.0489,-0.0285,1.6407,-0.214,1.6191,1.3155,1.2374,2.1484,0.4168,2.0667,2.1484,71.2767,0.4901,21.5019,458.5,2321.1428,3684_1196A,Rudstone
165.298,14.9472,0.8392,0.0491,-0.0182,1.6835,-0.214,1.4747,1.2545,1.0622,2.1383,0.3938,2.3203,2.1383,63.5855,0.7743,22.6938,478.2857,2320,3690_1196A,Rudstone
165.4504,15.0951,0.8148,0.0481,-0.0202,1.6916,-0.214,1.3964,1.2544,1.1832,2.1984,0.3937,2.6158,2.1984,50.2273,1.0238,20.6029,462.2857,2376.5715,3696_1196A,Rudstone
165.6028,13.3265,0.7254,0.0436,-0.0224,1.4878,-0.214,1.4168,1.2869,1.22,2.1688,0.3746,2.7394,2.1688,45.6685,1.0995,20.4009,456,2386.8572,3702_1196A,Rudstone
165.7552,12.7514,0.8546,0.0507,-0.0226,1.3757,-0.214,1.4797,1.3449,1.1901,2.1052,0.351,2.3753,2.1052,52.2255,0.9718,21.5933,466.5,2374,3708_1196A,Rudstone
165.9076,12.3627,0.6451,0.0396,-0.0252,1.369,-0.214,1.5054,1.454,1.1259,2.0551,0.3211,1.985,2.0551,53.6809,0.9427,21.932,460.5714,2320.5715,3714_1196A,Rudstone
166.06,13.2679,0.385,0.0241,-0.0178,1.5287,-0.214,1.7001,1.6756,1.1983,2.0798,0.2619,1.7145,2.0798,47.3642,-999.25,21.8139,482.5,2349,3720_1196A,Rudstone
166.2124,15.6475,0.2854,0.0177,-0.0124,1.8022,-0.214,1.9516,2.0893,1.7538,2.2413,0.2085,1.9072,2.2413,34.2424,0.0069,18.1752,592.5714,2397.1428,3726_1196A,Rudstone
166.3648,18.7899,0.297,0.0198,-0.0208,2.161,-0.214,2.0389,2.7014,2.8913,2.4807,0.2012,2.3068,2.4807,22.5417,0.3715,14.3658,687,2525,3732_1196A,Rudstone
166.5172,24.0297,0.0162,0.0049,-0.0236,2.8738,-0.214,2.267,3.2165,4.5898,2.5723,0.1668,2.6921,2.5723,19.0543,0.4935,12.8954,708.5714,2794.2856,3738_1196A,Rudstone
166.6696,29.5766,-0.103,-0.0004,-0.0309,3.556,-0.214,2.4826,3.1789,5.1882,2.4539,0.142,2.6951,2.4539,24.0813,0.3387,12.6656,604.5714,2875.4285,3744_1196A,Floatstone
166.822,32.9572,-0.5799,-0.0252,-0.0385,4.0742,-0.214,2.6048,2.7315,5.1209,2.243,0.1377,2.5451,2.243,36.8941,0.1251,12.9864,515,2750.5,3750_1196A,Floatstone
166.9744,32.9588,-0.2848,-0.0144,-0.0072,4.0588,-0.214,2.6378,2.3103,3.2443,2.2054,0.2206,2.3105,2.2054,39.3455,0.9009,11.8073,530.2857,2466.8572,3756_1196A,Floatstone
172.3084,40.284,2.8232,0.1264,0.1653,4.7358,-0.214,4.9672,3.739,3.528,2.272,0.0702,2.8069,2.272,29.5696,-999.25,14.5418,626.8571,2762.2856,3966_1196A,Floatstone
172.4608,42.7924,3.4339,0.1571,0.1816,4.9826,-0.214,5.3873,5.5753,3.9386,2.2991,0.0562,2.864,2.2991,26.9302,-999.25,13.5135,677.5,2721.5,3972_1196A,Floatstone
172.6132,42.0009,3.0206,0.1349,0.1787,4.9243,-0.214,5.651,8.165,5.698,2.3456,0.0498,2.9236,2.3456,24.1798,0.0635,13.1666,683.4286,2797.7144,3978_1196A,Floatstone
172.7656,40.7179,3.0144,0.1249,0.2353,4.7312,-0.214,5.3015,9.0179,6.333,2.3976,0.0583,3.1254,2.3976,24.4555,0.0859,12.9637,638.8571,2805.7144,3984_1196A,Floatstone
172.918,36.3243,2.8135,0.1144,0.2324,4.2143,-0.214,4.8844,7.2104,8.8695,2.4413,0.0919,3.2029,2.4413,26.2064,0.125,12.3946,610.5,2773.5,3990_1196A,Floatstone
173.0704,33.3007,1.9854,0.0974,0.0665,3.937,-0.214,3.4022,4.8087,7.2642,2.4248,0.1308,3.0319,2.4248,26.7144,0.3199,12.5788,588.5714,2727.4285,3996_1196A,Floatstone
173.2228,28.2238,1.8325,0.0767,0.1385,3.341,-0.214,2.992,3.0514,4.0766,2.4092,0.1977,2.654,2.4092,31.8479,0.3777,12.7835,508,2683.4285,4002_1196A,Floatstone
173.3752,23.0584,0.5442,0.0117,0.1063,2.8677,-0.214,2.8368,2.0929,2.6059,2.4064,0.3051,2.4628,2.4064,46.4015,0.304,14.3846,475.4286,2453.5,4008_1196A,Floatstone
173.5276,17.0259,0.8185,0.0306,0.0833,2.0725,-0.214,2.6198,1.6576,1.312,2.1576,0.2673,1.9068,2.1576,62.3435,0.7051,14.9647,422.8571,2334.5,4014_1196A,Floatstone
173.68,15.2097,0.9257,0.0369,0.0807,1.8129,-0.214,2.4208,1.5417,1.1251,1.8604,0.2308,1.712,1.8604,53.8026,0.9661,16.3954,457.5,2320,4020_1196A,Floatstone
173.8324,18.8554,1.1038,0.0476,0.0752,2.2521,-0.214,2.2573,1.6772,1.2519,1.7501,0.2488,1.6099,1.7501,38.1942,1.2733,16.8928,518.5,2386.5,4026_1196A,Floatstone
173.9848,26.575,1.8435,0.0805,0.1196,3.0643,-0.214,1.9413,2.0497,2.7845,1.762,0.2725,1.6378,1.762,33.1053,1.5897,16.4137,552.5714,2463.4285,4032_1196A,Floatstone
174.1372,32.4117,1.9194,0.0845,0.1207,3.8037,-0.214,1.8235,2.5031,3.4262,1.9619,0.3381,1.8483,1.9619,32.5695,1.6182,14.4173,554.8571,2437.1428,4038_1196A,Floatstone
174.2896,34.9414,2.1866,0.0975,0.1304,4.0764,-0.214,1.814,2.6185,3.2309,2.2459,0.4501,2.0695,2.2459,33.1372,1.5515,14.0682,521.5,2474,4044_1196A,Floatstone
174.442,35.4036,1.8267,0.0843,0.0924,4.1993,-0.214,1.881,2.3094,2.624,2.4756,0.5343,2.3022,2.4756,34.5932,1.4447,14.4863,498.8571,2479.4285,4050_1196A,Floatstone
174.5944,36.8745,1.2994,0.0597,0.0674,4.4356,-0.214,1.8703,1.9259,2.2045,2.557,0.5408,2.464,2.557,36.8313,1.3122,15.0807,487,2458.2856,4056_1196A,Floatstone
174.7468,37.3187,1.6096,0.0763,0.0696,4.4722,-0.214,1.8411,1.6523,2.0058,2.54,0.4984,2.566,2.54,38.3533,1.2457,16.3533,518.2857,2462.5,4062_1196A,Grainstone
174.8992,34.6542,0.9977,0.0607,-0.0354,4.2204,-0.214,1.8073,1.5023,1.5527,2.4723,0.4311,2.6449,2.4723,46.6588,1.0478,18.0513,501.7143,2411.5,4068_1196A,Grainstone
175.0516,31.6869,1.5678,0.092,-0.0357,3.796,-0.214,1.7232,1.4467,1.3838,2.3729,0.3648,2.6979,2.3729,42.7888,1.1104,17.0555,486.5,2420,4074_1196A,Floatstone
175.204,28.9385,0.5095,0.0337,-0.0336,3.6389,-0.214,1.7066,1.4586,1.2933,2.2975,0.3159,2.6029,2.2975,40.2843,1.1701,16.9264,492.5714,2456,4080_1196A,Floatstone
175.3564,29.2196,0.516,0.0331,-0.0285,3.6297,-0.214,1.7013,1.5266,1.2987,2.3038,0.3193,2.5164,2.3038,37.8248,1.1655,16.3643,469.5,2416.5,4086_1196A,Floatstone
175.5088,29.6251,0.9626,0.0352,0.1029,3.5844,-0.214,1.7028,1.6427,1.45,2.2803,0.2549,2.4394,2.2803,34.0349,1.5051,13.7325,548.5,2434.2856,4092_1196A,Floatstone
175.6612,29.6171,0.7803,0.0233,0.1137,3.6801,-0.214,1.6543,1.7695,1.7702,2.2965,0.2146,2.5543,2.2965,31.977,1.6699,11.5643,540.6667,2444.6667,4098_1196A,Floatstone
175.8136,27.7569,0.4731,0.0041,0.1279,3.5252,-0.214,1.6154,1.8295,2.4562,2.347,0.2101,2.7189,2.347,32.2739,1.3604,14.5514,495.4286,2485.5,4104_1196A,Floatstone
181.9096,29.0466,1.5805,0.0346,0.3042,3.4926,-0.214,2.095,2.1508,1.9459,2.1171,0.1421,2.7713,2.1171,29.0373,0.6496,17.7599,569.5,2515,4344_1196A,Rudstone
182.062,29.049,2.1359,0.0602,0.3324,3.421,-0.214,2.124,2.1111,1.9752,2.1555,0.0989,3.4015,2.1555,23.5678,0.792,16.8368,496,2553.7144,4350_1196A,Grainstone
182.2144,26.9101,2.202,0.0734,0.2766,3.1583,-0.214,2.1741,2.0407,2.4925,2.0588,0.0573,3.087,2.0588,36.999,0.3273,18.4782,461.5,2555,4356_1196A,Floatstone
182.3668,23.8132,2.2332,0.0771,0.2647,2.7442,-0.214,2.2802,1.9776,2.2035,1.9134,0.0606,2.6971,1.9134,46.1747,0.1793,17.9998,470.8571,2445.7144,4362_1196A,Packstone
182.5192,22.8478,2.5439,0.104,0.207,2.5584,-0.214,2.3339,1.99,1.3764,1.8117,0.0805,2.122,1.8117,40.394,0.4957,17.611,514,2391,4368_1196A,Packstone
182.6716,22.7099,2.934,0.1234,0.2188,2.4769,-0.214,2.3404,2.1183,1.3547,1.8813,0.1482,2.2794,1.8813,29.6407,0.8641,16.7515,509.1429,2513.1428,4374_1196A,Packstone
182.824,21.8117,1.7898,0.0816,0.0966,2.5138,-0.214,2.2895,2.3292,1.7761,2.022,0.2578,2.6262,2.022,32.5365,0.8617,18.1421,438.5,2560,4380_1196A,Packstone
182.9764,21.4062,1.3695,0.0578,0.101,2.4962,-0.214,2.169,2.4556,2.2055,2.0427,0.304,2.6479,2.0427,46.2155,1.0362,17.2106,474.8571,2444,4386_1196A,Packstone
191.5108,19.1872,0.7044,0.0237,0.0873,2.3188,-0.214,1.5259,1.3822,1.1498,1.8769,0.1761,2.8673,1.8769,57.2009,0.54,23.6658,442.1432,2398.8794,4722_1196A,Grainstone
191.6632,19.0662,0.4085,0.0065,0.0928,2.3322,-0.214,1.5002,1.4051,1.1538,1.9461,0.1899,3.2168,1.9461,61.8382,0.5847,23.1981,448.3552,2416.1775,4728_1196A,Grainstone
191.8156,19.2611,0.4705,0.0054,0.1196,2.3283,-0.214,1.4504,1.4107,1.1225,1.96,0.2008,3.2399,1.96,64.7908,0.3625,24.3246,469.2545,2424.3486,4734_1196A,Grainstone
191.968,19.4004,0.5682,0.007,0.141,2.3253,-0.214,1.4315,1.391,1.1646,1.9626,0.2267,3.0493,1.9626,65.6395,0.3527,24.9467,469.0215,2372.9634,4740_1196A,Floatstone
192.1204,19.8826,0.4885,0.0121,0.0859,2.4201,-0.214,1.4154,1.3617,1.1701,2.0211,0.3021,2.8653,2.0211,62.2994,0.6683,24.0359,446.6523,2369.4492,4746_1196A,Floatstone
192.2728,20.0811,0.821,0.005,0.2339,2.3958,-0.214,1.4034,1.3385,1.1517,2.0472,0.3479,2.8316,2.0472,63.9918,0.7194,25.4906,456,2345,4752_1196A,Floatstone
192.4252,20.3757,0.7159,-0.0016,0.2388,2.426,-0.214,1.398,1.33,1.1505,2.0459,0.3743,2.7557,2.0459,63.0572,0.7435,25.4961,427.0463,2384.7478,4758_1196A,Floatstone
192.5776,20.286,1.0579,0.0141,0.2566,2.3824,-0.214,1.3854,1.3284,1.1214,2.0558,0.4067,2.7076,2.0558,61.4162,0.7977,25.4155,441.7563,2351.0593,4764_1196A,Floatstone
192.73,19.823,1.1294,0.019,0.2509,2.3242,-0.214,1.3565,1.3314,1.1236,2.0747,0.4385,2.6237,2.0747,58.0569,0.8642,25.2245,472.9954,2380.3262,4770_1196A,Floatstone
201.112,35.5198,3.0289,0.0998,0.387,4.1473,-0.2232,2.5938,2.2112,1.5404,1.9413,0.339,2.4791,1.9413,42.8883,0.5649,19.1565,502,2501.5,5100_1196A,Grainstone
201.2644,33.7943,2.2403,0.0675,0.3231,4.0436,-0.2232,2.659,1.8777,1.5709,1.9656,0.3321,2.3405,1.9656,39.366,0.6203,18.4111,496,2497.1428,5106_1196A,Grainstone
201.4168,33.2983,2.263,0.072,0.304,3.9724,-0.2232,2.6669,1.8375,1.5345,2.0389,0.2949,2.3184,2.0389,42.166,0.3861,18.9027,488,2485.5,5112_1196A,Grainstone
201.5692,30.9912,2.1284,0.0684,0.2819,3.7272,-0.2232,2.4487,2.0531,2.0195,2.1336,0.3112,2.3813,2.1336,38.1674,0.5613,18.0071,508.5714,2401.1428,5118_1196A,Grainstone
220.3144,37.9166,0.2721,-0.0226,0.2193,4.8636,-0.2232,1.4053,1.3516,1.2468,2.1213,0.3205,2.6762,2.1213,41.2682,0.055,18.4734,577.8756,2609.1809,5856_1196A,Grainstone
