DEPTH_WMSF (m),HALC (%),HSIG (cu),HSTO (in),HNEC (cps),HFEC (cps),HROM (g/cm3),HLEF (barns/e-),HBDC (g/cm3),HDEB (g/cm3),IMAGE_ID,ROCK_CLASS
167.8484,54.0595,23.8136,0.2286,2709.4866,566.1499,1.974,4.1123,0.0085,1.9786,551.942_553.212_16,Packstone
167.8992,52.2947,23.1392,0.4643,2698.6475,564.646,1.978,3.8508,0.0069,1.981,551.942_553.212_18,Packstone
167.95,49.1483,22.2504,0.6102,2656.5408,532.4731,1.9823,4.018,0.0055,1.9885,551.942_553.212_20,Packstone
168.0008,48.0564,21.3983,0.6647,2702.7822,516.1147,1.9849,4.2631,0.0038,1.9893,551.942_553.212_22,Packstone
168.0516,45.6884,20.3407,0.67,2641.2234,522.1266,1.978,4.0205,0.0002,1.9862,551.942_553.212_24,Packstone
168.1024,46.7634,20.2384,0.6112,2608.1321,524.1195,1.9771,3.7341,-0.0037,1.975,551.942_553.212_26,Packstone
168.1532,48.1426,20.3444,0.5356,2622.8005,513.4146,1.989,3.9435,-0.0053,1.9692,551.942_553.212_28,Packstone
168.204,45.8509,20.1049,0.545,2607.2322,541.3652,1.9812,4.4189,-0.0107,1.9767,551.942_553.212_30,Packstone
168.2548,46.8011,20.1144,0.4214,2676.926,557.2045,1.9843,3.9935,-0.013,1.9733,551.942_553.212_32,Packstone
168.3056,48.5802,20.2863,0.3016,2701.6934,526.0088,1.9826,4.0245,-0.0162,1.9854,551.942_553.212_34,Packstone
168.3564,49.0591,20.6057,0.231,2709.948,516.5239,1.9773,4.3059,-0.0205,1.9884,551.942_553.212_36,Packstone
168.4072,49.7708,21.3157,0.1812,2737.8123,503.8854,1.9892,4.1596,-0.02,1.9836,551.942_553.212_38,Packstone
168.458,51.1184,21.4218,0.2364,2764.7175,501.558,1.9679,4.1786,-0.0277,1.975,551.942_553.212_40,Packstone
168.5088,52.0466,21.1609,0.2493,2737.0701,511.5526,1.9653,4.4942,-0.0285,1.9745,551.942_553.212_42,Packstone
168.5596,52.2373,21.2926,0.2085,2762.4565,527.6714,1.9785,4.2627,-0.0223,1.9784,551.942_553.212_44,Packstone
168.6104,51.0981,21.1189,0.1688,2816.2581,519.1398,1.9864,4.1819,-0.0204,1.9823,551.942_553.212_46,Packstone
168.6612,49.997,20.6417,0.1694,2706.0239,519.425,1.9845,4.2048,-0.0216,1.9845,551.942_553.212_48,Packstone
168.712,49.243,20.3087,0.1116,2684.3054,542.2355,1.981,4.0072,-0.0223,1.9777,553.212_554.482_0,Packstone
168.7628,48.2545,19.6947,0.0524,2708.1802,582.4516,1.9724,4.0054,-0.0219,1.9723,553.212_554.482_2,Packstone
168.8136,47.5433,18.8397,-999.25,2692.9976,574.3453,1.949,4.2233,-0.0216,1.9803,553.212_554.482_4,Packstone
168.8644,47.516,18.2804,-999.25,2646.0024,520.5687,1.9643,4.1995,-0.016,1.9684,553.212_554.482_6,Packstone
168.9152,47.7064,18.0149,-999.25,2708.2068,526.1177,1.9612,4.3246,-0.0123,1.9572,553.212_554.482_8,Packstone
168.966,48.113,18.0684,-999.25,2799.7241,546.7488,1.9544,4.0171,-0.0097,1.9359,553.212_554.482_10,Packstone
169.0168,47.8707,18.7254,-999.25,2770.3831,561.1661,1.9543,3.6426,-0.0051,1.9333,553.212_554.482_12,Packstone
169.0676,48.2042,19.131,-999.25,2748.0596,555.467,1.9563,4.0723,-0.0015,1.943,553.212_554.482_14,Packstone
169.1184,49.577,19.4202,-999.25,2766.238,538.732,1.9641,4.3184,0.0013,1.9643,553.212_554.482_16,Packstone
169.1692,49.2018,20.1888,0.0629,2708.1147,532.7321,1.9862,4.632,0.0064,1.9794,553.212_554.482_18,Packstone
169.22,47.2219,20.7187,0.1633,2668.6301,524.2896,1.9871,4.5577,0.0066,1.9881,553.212_554.482_20,Packstone
169.2708,44.8545,20.8617,0.2888,2709.6025,538.5767,1.9831,4.0217,0.0051,1.9834,553.212_554.482_22,Packstone
169.3216,44.2646,20.8992,0.2906,2705.2312,538.9282,1.9688,4.4844,-0.0013,1.9841,553.212_554.482_24,Packstone
169.3724,44.5802,20.6529,0.2088,2703.8567,511.424,1.9737,4.2855,-0.0009,1.9931,553.212_554.482_26,Packstone
169.4232,45.0246,20.4428,0.1679,2682.0979,529.7658,1.9957,4.6893,0.0072,1.9843,553.212_554.482_28,Packstone
169.474,47.1716,20.3602,0.1186,2730.6157,556.496,1.9746,4.6985,0.0011,1.9666,553.212_554.482_30,Packstone
169.5248,49.7919,19.9996,0.0581,2766.5232,545.5436,1.9676,4.4948,-0.0015,1.9691,553.212_554.482_32,Packstone
169.5756,50.1934,19.7107,0.125,2718.95,519.1552,1.9397,4.315,-0.0049,1.9515,553.212_554.482_34,Packstone
169.6264,49.7715,19.4392,0.1426,2679.981,500.3764,1.9331,4.0613,-0.0044,1.9441,553.212_554.482_36,Packstone
169.6772,49.6848,19.1746,0.082,2663.9187,518.6221,1.9421,4.2026,-0.0044,1.9278,553.212_554.482_38,Packstone
169.728,46.798,19.238,0.2232,2731.9426,548.969,1.9542,4.3235,-0.0054,1.9245,553.212_554.482_40,Packstone
169.7788,42.8496,19.3745,0.3709,2694.3093,571.7911,1.962,4.1319,-0.0062,1.9288,553.212_554.482_42,Packstone
169.8296,42.5392,19.71,0.3728,2620.6514,556.8499,1.9654,4.2185,-0.01,1.9572,553.212_554.482_44,Packstone
169.8804,44.2538,20.1609,0.3141,2717.1289,538.2991,1.974,4.1862,-0.0133,1.975,553.212_554.482_46,Packstone
169.9312,43.3022,20.4049,0.2475,2778.0479,519.5534,1.9611,4.9733,-0.021,1.9867,553.212_554.482_48,Packstone
177.2464,48.7619,18.5432,0.2819,2807.9316,537.3291,1.954,4.2091,0.0373,1.9545,560.832_562.102_36,Packstone
177.2972,48.8381,18.0984,0.372,2743.5728,537.188,1.9486,4.1032,0.0391,1.9535,560.832_562.102_38,Packstone
177.348,49.8291,17.7724,0.4473,2708.4084,538.3679,1.9534,3.821,0.0384,1.9518,560.832_562.102_40,Packstone
177.3988,52.3404,18.1675,0.3723,2698.8335,528.9288,1.9577,4.1119,0.0384,1.9533,560.832_562.102_42,Packstone
177.4496,53.736,19.1043,0.1384,2629.7563,516.6795,1.9477,3.8867,0.0376,1.9608,560.832_562.102_44,Packstone
177.5004,50.2968,20.0403,0.108,2740.5684,559.1324,1.9708,3.9676,0.0411,1.967,560.832_562.102_46,Packstone
177.5512,46.7953,19.9086,0.24,2637.3333,541.3333,1.974,3.8823,0.0385,1.9802,560.832_562.102_48,Packstone
177.602,46.8238,21.2682,0.1277,2716.9048,483.9102,1.9967,4.0159,0.0436,1.9954,562.102_563.372_0,Packstone
186.8476,56.6797,23.2678,-999.25,2653.3333,513.3333,1.9345,3.768,0.0091,1.9316,570.992_572.262_14,Packstone
186.8984,53.9078,23.5006,0.0596,2601.3333,496,1.935,4.134,0.0089,1.932,570.992_572.262_16,Packstone
186.9492,52.3372,23.8406,0.1268,2616,506.6667,1.9339,4.0811,0.0081,1.9338,570.992_572.262_18,Packstone
187,52.5238,23.3102,0.0808,2664,513.3333,1.9356,4.1586,0.0095,1.9333,570.992_572.262_20,Packstone
187.0508,52.3993,22.921,0.0406,2624,509.3333,1.93,3.6221,0.0092,1.933,570.992_572.262_22,Packstone
187.1016,53.1444,22.4202,0.1772,2658.6667,476,1.9295,3.8342,0.0106,1.9345,570.992_572.262_24,Packstone
187.1524,54.9039,23.3417,0.1526,2718.6667,518.6667,1.9314,3.6519,0.012,1.9379,570.992_572.262_26,Packstone
187.2032,56.6806,23.4408,0.4758,2622,524,1.9436,3.6942,0.0152,1.9396,570.992_572.262_28,Packstone
187.254,57.2708,22.8225,0.6409,2670.6667,521.3333,1.9383,3.8742,0.0153,1.94,570.992_572.262_30,Packstone
187.3048,54.7948,22.1962,0.9343,2712,506.6667,1.935,4.0842,0.0107,1.9359,570.992_572.262_32,Packstone
187.3556,53.1847,23.6576,0.8387,2750.6667,496,1.9358,3.6706,0.0107,1.9305,570.992_572.262_34,Packstone
187.4064,54.2599,24.6605,0.7856,2676,474,1.9276,3.6423,0.0087,1.9243,570.992_572.262_36,Packstone
187.4572,53.1461,25.9712,0.6813,2632,488,1.9156,3.7421,0.007,1.9203,570.992_572.262_38,Packstone
187.508,47.9202,24.0509,1.0007,2624.8965,465.5055,1.9179,3.7495,0.0075,1.921,570.992_572.262_40,Packstone
187.5588,47.0182,24.6004,0.9067,2655.0684,510.3048,1.9259,3.5519,0.009,1.9256,570.992_572.262_42,Packstone
187.6096,45.6917,24.7903,0.9045,2620.491,472.4995,1.9346,3.5532,0.011,1.9319,570.992_572.262_44,Packstone
187.6604,47.0089,25.4546,0.7101,2609.7566,473.282,1.9363,3.6524,0.0144,1.9382,570.992_572.262_46,Packstone
187.7112,47.2754,25.2251,0.7516,2568.4175,508.8547,1.9413,3.7811,0.0159,1.9423,570.992_572.262_48,Packstone
187.762,46.5416,23.8555,1.0189,2571.3433,507.8383,1.9465,3.6771,0.0175,1.9426,572.262_573.532_0,Packstone
187.8128,47.7686,23.1681,0.9709,2673.8101,479.9153,1.945,3.7188,0.0171,1.9408,572.262_573.532_2,Packstone
187.8636,46.2334,23.5732,0.7704,2573.7222,511.2921,1.9337,3.8722,0.0139,1.9379,572.262_573.532_4,Packstone
187.9144,50.0853,23.9836,0.5579,2620,484,1.9367,3.8483,0.0145,1.9322,572.262_573.532_6,Packstone
187.9652,50.021,23.9189,0.6835,2673.3333,493.4815,1.9311,3.9271,0.016,1.9283,572.262_573.532_8,Packstone
188.016,48.9729,23.123,0.7457,2649.958,519.529,1.9234,3.8559,0.0114,1.9247,572.262_573.532_10,Packstone
188.0668,47.6007,21.7467,0.9201,2596.0725,500.9302,1.9183,3.7431,0.0098,1.9217,572.262_573.532_12,Packstone
188.1176,49.4295,21.1727,0.8688,2567.4075,474.1111,1.9173,3.6632,0.0097,1.9233,572.262_573.532_14,Packstone
188.1684,50.5331,21.3683,0.7608,2615.9431,471.1395,1.9252,3.7318,0.0111,1.9276,572.262_573.532_16,Packstone
188.2192,49.3775,21.6817,0.7018,2723.4246,490.6367,1.9363,3.5184,0.0156,1.9308,572.262_573.532_18,Packstone
188.27,49.1038,21.7704,0.5993,2773.3333,507.2593,1.9377,3.6474,0.0134,1.9304,572.262_573.532_20,Packstone
188.3208,49.7049,21.4338,0.6483,2653.7856,503.2558,1.9218,3.6986,0.0101,1.929,572.262_573.532_22,Packstone
188.3716,52.9009,20.3236,0.7416,2593.3333,529.3333,1.9213,4.1547,0.0092,1.9268,572.262_573.532_24,Packstone
188.4224,55.1975,20.8219,0.562,2577.9443,517.4957,1.9285,4.0975,0.011,1.9286,572.262_573.532_26,Packstone
188.4732,47.7065,19.3131,0.8452,2553.1853,506.6667,1.9343,3.9242,0.0143,1.9317,572.262_573.532_28,Packstone
188.524,45.4771,19.7408,0.8789,2644.8889,541.3333,1.9362,3.6472,0.0185,1.9328,572.262_573.532_30,Packstone
188.5748,44.3711,19.835,0.9228,2685.4744,494.7592,1.9281,3.6408,0.0157,1.9345,572.262_573.532_32,Packstone
188.6256,47.5659,20.2892,0.6675,2628.8889,483.5556,1.935,3.9972,0.0212,1.9365,572.262_573.532_34,Packstone
188.6764,52.3812,21.4411,0.218,2592,511.1111,1.9394,3.8967,0.0223,1.9409,572.262_573.532_36,Packstone
188.7272,51.9045,22.0545,0.0797,2624.6118,477.3191,1.9517,3.8139,0.0289,1.9422,572.262_573.532_38,Packstone
188.778,52.3284,22.5434,0.0254,2582.9629,518.6667,1.9409,3.9708,0.0295,1.943,572.262_573.532_40,Packstone
188.8288,53.4436,22.7418,0.1263,2756,476,1.9359,3.9955,0.0278,1.9412,572.262_573.532_42,Packstone
188.8796,52.3183,22.3988,0.4425,2522.855,455.4239,1.9399,3.782,0.027,1.9411,572.262_573.532_44,Packstone
188.9304,53.5453,22.4056,0.1627,2565.5237,492,1.9466,3.9064,0.0295,1.9438,572.262_573.532_46,Packstone
188.9812,52.8023,22.7223,0.1576,2637.6189,522.8571,1.9448,4.2029,0.0299,1.9446,572.262_573.532_48,Packstone
189.032,52.1463,23.0655,0.2679,2601.8372,481.754,1.9408,3.7815,0.027,1.9429,573.532_574.802_0,Packstone
189.0828,53.642,23.1134,0.1961,2597.1226,488.5165,1.94,3.7258,0.0267,1.9421,573.532_574.802_2,Packstone
189.1336,53.9269,23.6316,0.1325,2613.9048,494.2857,1.9425,3.5196,0.0266,1.9435,573.532_574.802_4,Packstone
189.1844,56.0251,23.8141,0.1464,2658.6667,475,1.9443,3.6706,0.0247,1.9459,573.532_574.802_6,Packstone
189.2352,56.8976,23.2707,0.4088,2586.0952,487.619,1.9457,3.893,0.0196,1.949,573.532_574.802_8,Packstone
189.286,55.2018,22.7998,0.6998,2697.9048,517.3333,1.9534,3.7287,0.0202,1.9485,573.532_574.802_10,Packstone
189.3368,56.2329,23.7882,0.3552,2716.6392,504.1811,1.9438,3.5135,0.0171,1.9456,573.532_574.802_12,Packstone
189.3876,56.4239,24.4473,0.1724,2625.5842,507.2527,1.9378,3.7105,0.0136,1.9397,573.532_574.802_14,Packstone
189.4384,55.8153,24.6399,0.0987,2619.0476,498.8571,1.933,3.7277,0.012,1.9406,573.532_574.802_16,Packstone
189.4892,54.9309,24.9241,0.1093,2699.3252,509.8875,1.9503,3.8488,0.0175,1.939,573.532_574.802_18,Packstone
189.54,55.8644,24.9362,0.0518,2669.3333,530.6667,1.927,3.9965,0.0185,1.9419,573.532_574.802_20,Packstone
189.5908,54.5178,24.5929,-999.25,2599.7742,445.7211,1.9441,3.8568,0.0236,1.9386,573.532_574.802_22,Packstone
189.6416,53.8285,23.7917,-999.25,2714.8591,436.8517,1.9362,4.1719,0.023,1.9449,573.532_574.802_24,Packstone
189.6924,50.4018,22.7837,0.1603,2604.9836,502.4341,1.9534,3.8093,0.0291,1.9461,573.532_574.802_26,Packstone
189.7432,49.8892,21.7628,0.3722,2556.2766,488.0769,1.9469,4.2084,0.0243,1.947,573.532_574.802_28,Packstone
189.794,49.6373,21.9435,0.496,2595.4331,472.5597,1.9396,4.1378,0.0184,1.9419,573.532_574.802_30,Packstone
189.8448,49.4529,22.4361,0.3439,2632.8398,469.1538,1.938,3.8006,0.0118,1.9366,573.532_574.802_32,Packstone
189.8956,52.9768,22.3455,0.4226,2629.3333,510.6667,1.9305,3.9251,0.0102,1.9361,573.532_574.802_34,Packstone
189.9464,56.2894,22.0533,0.5977,2620.5786,543.8196,1.9384,3.8675,0.0088,1.9335,573.532_574.802_36,Packstone
189.9972,53.9805,22.0389,0.8335,2629.0796,479.3269,1.9302,3.9782,0.0085,1.9331,573.532_574.802_38,Packstone
190.048,53.7136,22.8482,0.8458,2639.5317,497.4559,1.9336,3.7385,0.0085,1.9271,573.532_574.802_40,Packstone
190.0988,55.1978,23.0412,0.7173,2587.3442,499.8938,1.9199,3.7598,0.0083,1.9222,573.532_574.802_42,Packstone
190.1496,52.104,22.0759,0.8931,2648.6118,501.8755,1.9156,3.9191,0.0083,1.9207,573.532_574.802_44,Packstone
190.2004,45.3678,21.9998,1.066,2637.8401,511.4184,1.924,3.7509,0.0111,1.9244,573.532_574.802_46,Packstone
190.2512,53.1885,25.0258,0.0899,2665.3333,549.3333,1.931,3.8949,0.017,1.9287,573.532_574.802_48,Packstone
190.302,46.8462,21.8394,1.0436,2584.2747,518.1648,1.928,3.6434,0.0172,1.9313,574.802_576.072_0,Packstone
190.3528,47.5688,21.4361,0.8453,2660.9031,487.5568,1.9325,3.9445,0.0195,1.935,574.802_576.072_2,Packstone
190.4036,52.4557,22.1779,0.2641,2658.7563,509.1776,1.9421,3.5783,0.0227,1.9389,574.802_576.072_4,Packstone
190.4544,52.193,22.3673,0.2365,2651.8096,505.3333,1.9371,3.921,0.0193,1.9433,574.802_576.072_6,Packstone
190.5052,50.0041,22.1777,0.2184,2681.3242,503.8226,1.9455,3.7451,0.0208,1.9444,574.802_576.072_8,Packstone
190.556,48.0524,22.0369,0.291,2770.8572,530.8571,1.9472,3.8838,0.0218,1.9456,574.802_576.072_10,Packstone
190.6068,48.973,22.5421,0.2812,2722.6667,545.3333,1.9447,3.963,0.024,1.9463,574.802_576.072_12,Packstone
190.6576,52.0718,21.8069,0.1941,2561.7969,482.2124,1.9479,3.887,0.0267,1.9473,574.802_576.072_14,Packstone
190.7084,52.8923,21.4779,0.3697,2653.2178,521.5549,1.9501,3.8249,0.0303,1.9502,574.802_576.072_16,Packstone
190.7592,52.4099,21.0268,0.3695,2730.3977,503.0581,1.9531,4.0394,0.0321,1.9542,574.802_576.072_18,Packstone
190.81,46.2346,20.4433,0.6957,2659.0842,512.9213,1.9618,3.8907,0.0319,1.9537,574.802_576.072_20,Packstone
190.8608,45.8398,20.786,0.6056,2676.4011,536.9249,1.9493,3.9734,0.0264,1.9489,574.802_576.072_22,Packstone
190.9116,44.9553,20.5257,0.5535,2571.4285,479.8095,1.9367,3.5715,0.0209,1.9425,574.802_576.072_24,Packstone
190.9624,41.8175,21.1553,0.4583,2649.3333,485.3333,1.9416,3.7049,0.0231,1.9387,574.802_576.072_26,Packstone
191.0132,45.5801,22.3882,0.2943,2569.3333,541.3333,1.9333,4.0032,0.0205,1.939,574.802_576.072_28,Packstone
191.064,49.7741,22.0935,0.2682,2652,496,1.94,3.8789,0.0226,1.9336,574.802_576.072_30,Packstone
191.1148,50.3612,21.9888,0.1917,2688,488,1.924,3.8928,0.0207,1.9283,574.802_576.072_32,Packstone
191.1656,53.8571,20.493,0.2578,2712,493.3333,1.9173,4.3224,0.0209,1.9196,574.802_576.072_34,Packstone
191.2164,55.0167,21.3182,0.0998,2725.3333,556,1.9134,3.8657,0.0218,1.9096,574.802_576.072_36,Packstone
191.2672,55.9316,21.3149,0.1356,2709.3333,534.6667,1.9013,4.0871,0.0237,1.8997,574.802_576.072_38,Packstone
191.318,55.4879,21.3005,0.0368,2794,525.3333,1.8867,3.9713,0.0202,1.8886,574.802_576.072_40,Packstone
191.3688,55.9862,21.1298,-999.25,2693.3333,526.6667,1.8803,3.6517,0.0169,1.8768,574.802_576.072_42,Packstone
191.4196,53.2461,21.4275,-999.25,2714.6667,504,1.8653,3.6963,0.0134,1.874,574.802_576.072_44,Packstone
191.4704,51.6163,21.6963,-999.25,2666.6667,549.3333,1.871,3.4994,0.0135,1.88,574.802_576.072_46,Packstone
191.5212,48.7212,22.3245,-999.25,2616,540,1.8971,3.6243,0.0118,1.8984,574.802_576.072_48,Packstone
191.572,45.0526,21.2768,-999.25,2636,550.6667,1.9196,3.5313,0.009,1.9299,576.072_577.342_0,Packstone
191.6228,41.8473,20.1255,0.0186,2700,541.3333,1.9731,3.6771,0.0099,1.9548,576.072_577.342_2,Packstone
196.398,55.7977,21.9005,0.4838,2621.3333,514,1.9215,4.0567,0.0119,1.916,579.882_581.152_40,Packstone
196.4488,53.7717,22.632,0.3071,2634.6667,491,1.9417,4.1366,0.0124,1.9343,579.882_581.152_42,Packstone
196.4996,49.3633,20.2159,0.9959,2557.3333,514,1.9438,3.8539,0.0104,1.9391,579.882_581.152_44,Packstone
196.5504,47.9888,19.5935,1.0154,2600,481.3333,1.9309,4.0066,0.0049,1.9405,579.882_581.152_46,Packstone
196.6012,48.9846,20.7402,0.861,2542.6667,489.3333,1.9433,3.9506,0.0063,1.9407,579.882_581.152_48,Packstone
196.652,50.2947,22.5159,0.3484,2522.6667,477.3333,1.943,3.9437,0.0042,1.9484,581.152_582.422_0,Packstone
196.7028,45.778,20.2503,1.0538,2713.3333,541.3333,1.9581,3.6675,0.0081,1.9547,581.152_582.422_2,Packstone
196.7536,52.0364,21.7295,0.41,2720,546.6667,1.9649,3.6922,0.0086,1.954,581.152_582.422_4,Packstone
196.8044,56.2171,21.4204,0.1646,2546.6667,486.6667,1.9495,3.8919,0.0074,1.9469,581.152_582.422_6,Packstone
196.8552,58.8815,22.0876,0.164,2680,509.3333,1.9307,4.1288,0.0066,1.9349,581.152_582.422_8,Packstone
196.906,56.2973,22.4642,0.2558,2637.3333,516,1.9241,4.3518,0.007,1.9256,581.152_582.422_10,Packstone
196.9568,54.1688,22.4869,0.1084,2618,448,1.9216,4.0264,0.0081,1.919,581.152_582.422_12,Packstone
197.0076,52.8399,22.4915,0.1597,2642.6667,484,1.9141,4.1427,0.0078,1.9151,581.152_582.422_14,Packstone
197.0584,52.8193,22.8038,0.0924,2622.6667,517.3333,1.9069,4.2336,0.0066,1.9138,581.152_582.422_16,Packstone
197.1092,51.9098,23.2884,0.2363,2618.6667,502.6667,1.9156,4.1632,0.0078,1.9153,581.152_582.422_18,Packstone
197.16,51.9466,23.4297,0.5778,2612,568,1.9203,3.8121,0.0093,1.9183,581.152_582.422_20,Packstone
197.2108,48.6343,22.8124,0.6419,2620,552,1.9183,3.6674,0.0087,1.9248,581.152_582.422_22,Packstone
197.2616,51.1313,23.7064,0.2132,2542.6667,536,1.9332,3.5162,0.0098,1.9346,581.152_582.422_24,Packstone
197.3124,40.4598,20.4138,1.1747,2585.3333,518.6667,1.9494,4.141,0.0125,1.9496,581.152_582.422_26,Packstone
197.3632,38.2722,21.011,0.9362,2570,450,1.969,4.2251,0.0153,1.9619,581.152_582.422_28,Packstone
197.414,37.5227,20.7458,0.843,2569.3333,532,1.9729,4.17,0.0175,1.9681,581.152_582.422_30,Packstone
197.4648,40.6411,21.494,0.742,2606.6667,502.6667,1.9683,4.0301,0.0166,1.9688,581.152_582.422_32,Packstone
197.5156,42.7106,22.1969,0.6414,2512,504,1.9667,4.2564,0.0156,1.9686,581.152_582.422_34,Packstone
197.5664,46.133,23.0981,0.5123,2565.3333,480,1.9631,4.1304,0.0186,1.9771,581.152_582.422_36,Packstone
197.6172,47.1939,23.5139,0.435,2690.6667,510.6667,1.9952,4.2005,0.0279,1.9796,581.152_582.422_38,Packstone
197.668,41.0825,21.5345,1.0653,2626.6667,501.3333,1.9821,4.3186,0.0256,1.9779,581.152_582.422_40,Packstone
197.7188,43.1636,21.4384,1.0948,2650,508,1.9598,4.0913,0.0206,1.9694,581.152_582.422_42,Packstone
197.7696,43.3945,21.4399,1.0909,2536,478.6667,1.9538,4.4533,0.0218,1.9656,581.152_582.422_44,Packstone
197.8204,41.9992,20.5095,1.1239,2542.6667,534.6667,1.9694,3.7438,0.0264,1.9738,581.152_582.422_46,Packstone
197.8712,39.0586,18.8464,1.2593,2602,474.6667,1.9937,4.1132,0.0297,1.984,581.152_582.422_48,Packstone
197.922,39.7547,19.3826,1.2232,2586.6667,486,1.9901,3.733,0.0284,1.993,582.422_583.692_0,Packstone
206.05,39.0031,17.7198,1.2106,2668.5713,549.9048,2.0011,4.1257,0.0684,2.0041,590.042_591.312_20,Packstone
206.1008,39.2569,17.3528,1.2323,2586.6667,482,1.9871,3.9205,0.0621,1.9931,590.042_591.312_22,Packstone
206.1516,42.8894,18.8096,1.1,2716.5715,484.7619,1.9866,4.2238,0.0605,1.989,590.042_591.312_24,Packstone
206.2024,49.1329,20.2194,0.8721,2700.6091,516.0073,1.9916,4.1539,0.0625,1.9874,590.042_591.312_26,Packstone
206.2532,51.0022,21.7053,0.5798,2650.7966,511.2106,1.9873,3.7793,0.0594,1.9843,590.042_591.312_28,Packstone
206.304,45.0523,20.5935,0.9336,2691.9614,523.4268,1.9787,3.9165,0.0551,1.9843,590.042_591.312_30,Packstone
206.3548,40.5171,19.5904,1.1766,2681.1743,534.4619,1.9908,3.6473,0.0619,1.984,590.042_591.312_32,Packstone
206.4056,41.7923,20.5951,1.0218,2660.0193,479.9038,1.9847,3.7438,0.0585,1.9841,590.042_591.312_34,Packstone
206.4564,50.1472,21.8955,0.4153,2613.3333,528,1.976,4.1499,0.0556,1.9816,590.042_591.312_36,Packstone
206.5072,48.6748,22.0278,0.3761,2634.8296,470.2753,1.9835,4.346,0.0515,1.9768,590.042_591.312_38,Packstone
206.558,50.0228,22.1883,0.2771,2724.1538,518.8434,1.9705,3.9709,0.0493,1.9747,590.042_591.312_40,Packstone
206.6088,49.5758,21.5329,0.2292,2619.2224,536.5375,1.9712,4.0748,0.0558,1.9751,590.042_591.312_42,Packstone
206.6596,49.3729,21.0703,0.2113,2603.1194,520.9932,1.982,4.0548,0.0607,1.98,590.042_591.312_44,Packstone
206.7104,47.6857,19.9844,0.2507,2613.1484,505.3205,1.9864,4.0143,0.0653,1.9819,590.042_591.312_46,Packstone
206.7612,44.1589,19.5558,0.4474,2623.4285,482.8571,1.9766,3.9286,0.0702,1.9841,590.042_591.312_48,Packstone
234.9044,52.2186,21.5956,0.2848,2654.6667,496,1.9347,3.5725,0.097,1.944,619.252_620.522_6,Grainstone
234.9552,51.7784,21.5175,0.3231,2684,493.3333,1.9347,3.7944,0.0961,1.9388,619.252_620.522_8,Grainstone
235.006,51.3888,21.159,0.4878,2613.3333,512,1.9409,4.1041,0.0935,1.9417,619.252_620.522_10,Packstone
235.0568,48.6758,20.272,0.7706,2645.3333,488,1.9493,3.7706,0.0913,1.9471,619.252_620.522_12,Packstone
235.1076,50.2524,20.9762,0.4132,2716,530.6667,1.9518,3.9198,0.091,1.9512,619.252_620.522_14,Packstone
235.1584,48.1657,20.9021,0.6471,2658,542,1.951,4.3865,0.09,1.9533,619.252_620.522_16,Packstone
235.2092,42.1208,19.3487,1.129,2561.3333,484,1.9551,4.7181,0.0842,1.954,619.252_620.522_18,Wackestone
235.26,42.1424,22.5563,0.5808,2662,485.3333,1.9571,4.5016,0.0838,1.9542,619.252_620.522_20,Wackestone
235.3108,40.3181,21.9028,0.7775,2558.6667,545.3333,1.9518,4.2812,0.0793,1.953,619.252_620.522_22,Wackestone
235.3616,42.9063,20.794,0.7824,2590.6667,472,1.9516,4.3469,0.0813,1.9506,619.252_620.522_24,Wackestone
235.4124,45.2943,21.4742,0.593,2466.6667,502.6667,1.9453,4.3284,0.0776,1.9473,619.252_620.522_26,Wackestone
235.4632,43.7105,22.205,0.661,2602,564,1.9421,4.0162,0.0739,1.945,619.252_620.522_28,Wackestone
235.514,46.0584,22.0405,0.5456,2593.3333,514.6667,1.9412,4.1185,0.0711,1.944,619.252_620.522_30,Wackestone
235.5648,43.6581,20.7635,0.5976,2619,480,1.9436,4.5515,0.0727,1.9431,619.252_620.522_32,Wackestone
235.6156,44.0817,21.009,0.508,2633,461.3333,1.9375,4.4047,0.0672,1.9429,619.252_620.522_34,Wackestone
235.6664,37.0195,20.1269,0.942,2608,539,1.9369,4.187,0.0639,1.9471,619.252_620.522_36,Wackestone
235.7172,38.7005,21.0797,0.6984,2600,529.3333,1.9464,4.3022,0.0545,1.9623,619.252_620.522_38,Wackestone
235.768,37.5232,20.1438,1.0441,2670,522,1.9874,4.2808,0.057,1.9819,619.252_620.522_40,Wackestone
235.8188,41.3461,20.4608,0.791,2680,518,2.0101,4.4727,0.0549,2.0008,619.252_620.522_42,Wackestone
